FID,globalid,uniq_id,timestamp,editor,wardname,wardcode,lganame,lgacode,statename,statecode,idp_hf_prv,idp_hf,idp_am_mdc,tot_hhold,f_pop_60,m_pop_pl60,f_pop18_59,m_pop18_59,f_pop6_17,m_pop6_17,f_pop1_5,m_pop1_5,f_pop_und1,b_pop_und1,site_id,idp_prtb_w,idp_amnts,idp_am_hs,idp_am_med,agncy_cntc,agency_nam,sma_type,site_cls_d,site_opn_d,site_statu,site_type,set_name,alt_st_nam,t_pop_und5,total_pop,pop_source,site_name,x,y
640,53732c18-0dda-46c5-936f-452b5e17fccd,7556,2/2/2018 12:00:00 AM,adanna.alex,Maiwa,BA2010,Zaki,5020,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, ,None,,, ,Host Communities,Babu Wuri, ,0,0,IOM DTM RD16 May 2017,Nasarawa,10.285060000119,12.3451099999266
641,0e199a8d-7046-474f-ba61-2acf642d4bb2,7557,2/2/2018 12:00:00 AM,adanna.alex,Gombe Abba,GMSDKU01,Dukku,16004,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Lule, ,0,0,IOM DTM RD16 May 2017,Kunde,10.5971199998882,10.7508800003118
642,c48b4a8c-c250-4d4f-898f-220dd3fb44af,7558,2/2/2018 12:00:00 AM,adanna.alex,Garko,GMSAKK02,Akko,16001,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Wuro Karal, ,0,0,IOM DTM RD16 May 2017,Mallam Inna,11.185780000047,10.2077200002778
643,0aeb0133-f45e-498b-b0b1-50540986a927,7560,2/2/2018 12:00:00 AM,adanna.alex,Amachi Ndiechi,EBSAKL04,Abakaliki,11001,Ebonyi,EB, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, , ,Ndiebor Ndingwuta, ,0,0,GRID,Imeoffia,8.23548166664563,6.29437999993712
644,69aa694a-4670-421a-9ff5-ff3be2a0fcd7,7562,2/2/2018 12:00:00 AM,adanna.alex,Umuchima / Ihenu,EBSBZR19,Ohaozara,11011,Ebonyi,EB, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, , ,Asuakawo, ,0,0,GRID,Asuakawo Site,7.74098329993939,6.06751499981743
645,d937ac43-c18a-46d2-a98a-1ad5b4544755,7563,2/2/2018 12:00:00 AM,adanna.alex,Ntezi 2,EBSZLL20,Ishielu,11008,Ebonyi,EB, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, , ,Otukpeye Ameffia, ,0,0,GRID,Ndiaguogwu,7.86942666710706,6.43520666655445
646,6f320db4-e26d-4660-aa6a-43a36e0cd7b9,7564,2/2/2018 12:00:00 AM,adanna.alex,Ogboji,EBSEBJ08,Ezza North,11005,Ebonyi,EB, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, , ,Eliewhuru Ogboji, ,0,0,GRID,Egu Eliefuru,7.9466466668103,6.21349166740657
647,9943e302-4c68-4798-a831-7679bc56fdb9,7567,2/2/2018 12:00:00 AM,adanna.alex,Archibong,CRSBKS09,Bakassi,9004,Cross River,CR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, , ,Ifiang Ayong, ,0,0,GRID,Circus Estate Internally Displaced Persons,8.60048830039477,4.87718169977569
648,e186bd90-325f-46c2-a4a2-f7a14528d110,7568,2/2/2018 12:00:00 AM,adanna.alex,Kardam B,BA1702,Tafawa-Balewa,5017,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Jambil, ,0,0,IOM DTM RD16 May 2017,Anguwan Leate,9.22718000035678,9.71692000015793
649,dcdc6a8c-95b9-4c4a-9f66-d4ec312b5034,7569,2/2/2018 12:00:00 AM,adanna.alex,Pali West,BA0117,Alkaleri,5001,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Yala Ungwan Wambai, ,0,0,IOM DTM RD16 May 2017,Baladde,10.3046899997437,10.0801600002839
650,acd07c92-1263-49b1-8b66-666da09422d9,7570,2/2/2018 12:00:00 AM,adanna.alex,Zaura,BA0408,Dambam,5004,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Zaura Unguwar Wakili, ,0,0,IOM DTM RD16 May 2017,Kaikaso,10.9133300003793,11.7569999999501
651,2f295951-5c5a-461f-9bde-49acfaa035af,7571,2/2/2018 12:00:00 AM,adanna.alex,Gabarin West,BA0513,Darazo,5005,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Salihawa, ,0,0,IOM DTM RD16 May 2017,Ung Fada,10.3839900000385,11.2092100004412
652,e06e203d-1d0b-479b-bf92-e3ba804db6f5,7572,2/2/2018 12:00:00 AM,adanna.alex,Tauya East,BA0517,Darazo,5005,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Ganjigina Makera, ,0,0,IOM DTM RD16 May 2017,Ganjigina,10.5368900003733,10.7712299998647
653,56b0fcff-1e04-4f09-ab21-e71d4d890488,7573,2/2/2018 12:00:00 AM,adanna.alex,Tauya East,BA0517,Darazo,5005,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Ganjigina Makera, ,0,0,IOM DTM RD16 May 2017,Ganjigana,10.5365999995904,10.77100000005
654,1e2d54b2-3274-49b0-be9e-96c2afefed66,7574,2/2/2018 12:00:00 AM,adanna.alex,Chinkani,BA0901,Giade,5009,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, ,Local NGO,,, ,Host Communities,Madilmo, ,0,0,IOM DTM RD16 May 2017,Madilmo,10.2672099998417,11.348580000067
655,7194d0e7-58a0-43ed-8f92-a874c5ff5dbc,7575,2/2/2018 12:00:00 AM,adanna.alex,Uzum,BA0907,Giade,5009,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Uzum Sabuwa, ,0,0,IOM DTM RD16 May 2017,Uzum A,10.2042100002913,11.521560000094
656,87411700-3353-44a2-834c-ef2446f12fc7,7576,2/2/2018 12:00:00 AM,adanna.alex,Gangai,BA1211,Katagum,5012,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Gangai, ,0,0,IOM DTM RD16 May 2017,Gangai,10.4782699995609,11.5036099997018
657,1c7dee85-a00b-4a68-940d-26593ec5b72f,7577,2/2/2018 12:00:00 AM,adanna.alex,Madara,BA1204,Katagum,5012,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Jimberi, ,0,0,IOM DTM RD16 May 2017,Jimberi,10.4041200002379,11.8176000003398
658,cebf23c0-0048-4f75-be95-b4b9fb07f371,7578,2/2/2018 12:00:00 AM,adanna.alex,Shongo,BA1308,Kirfi,5013,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Shongo A Unguwar Sarki, ,0,0,IOM DTM RD16 May 2017,K Maiyaki,10.4179799999771,10.5620699996308
659,fc2f413d-292e-403c-b49e-b557c3f9ebfa,7579,2/2/2018 12:00:00 AM,adanna.alex,Bashe,BA1510,Ningi,5015,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Bashe, ,0,0,IOM DTM RD16 May 2017,Ung Fada,8.98586999960082,11.125480000002
660,fb7accb2-de46-4cbc-b960-c0c0ca1665ad,7580,2/2/2018 12:00:00 AM,adanna.alex,Dingis,BA1502,Ningi,5015,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Dingis, ,0,0,IOM DTM RD16 May 2017,Kofar Fada,9.51352000024787,11.1223699995759
661,6a321536-781b-4ca2-9b4f-97f083d2f38d,7581,2/2/2018 12:00:00 AM,adanna.alex,Andubun,BA1601,Shira,5016,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Andubul, ,0,0,IOM DTM RD16 May 2017,Andubun,9.820160000084,11.5128300004042
662,afec02bc-abd3-4f35-8162-b33bfaaa0c15,7582,2/2/2018 12:00:00 AM,adanna.alex,Dajin,BA1709,Tafawa-Balewa,5017,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Filliri, ,0,0,IOM DTM RD16 May 2017,Piliri,9.66222000025283,10.0180599999691
663,dfd50eb8-4d57-420d-85e4-16fe4309f5e4,7583,2/2/2018 12:00:00 AM,adanna.alex,Kardam B,BA1702,Tafawa-Balewa,5017,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Sabon Fegi, ,0,0,IOM DTM RD16 May 2017,Sabon Pegi,9.23098999978873,9.72484999982765
664,ee26e90b-4c7f-48bc-8862-ed75eff1696f,7584,2/2/2018 12:00:00 AM,adanna.alex,Lere North,BA1703,Tafawa-Balewa,5017,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Kukangiye, ,0,0,IOM DTM RD16 May 2017,Kukange,9.34469999960533,9.71579000020841
665,6ecdd59a-6a87-4943-97be-18a2556f2ff5,7585,2/2/2018 12:00:00 AM,adanna.alex,Zurgwai,BA1913,Warji,5019,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Zurgwai Ta Mai Anguwa, ,0,0,IOM DTM RD16 May 2017,Zurgwai,9.71875999957439,11.0845399997212
666,95f31510-3b6e-402d-a22d-f9b48c75ac8a,7586,2/2/2018 12:00:00 AM,adanna.alex,Maiwa,BA2010,Zaki,5020,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Maiwa West, ,0,0,IOM DTM RD16 May 2017,Maiwa,10.2761900002683,12.3711500001724
667,bfebe98a-4f17-4488-b7dc-05af98e9f0ea,7587,2/2/2018 12:00:00 AM,adanna.alex,Unik,JI0110,Auyo,18013,Jigawa,JI, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Dogon Marke, ,0,0,IOM DTM RD16 May 2017,Kizir,10.1774399996563,12.3679100000465
668,055536b9-2a4c-4f37-b630-b0a8d2a2c107,7588,2/2/2018 12:00:00 AM,adanna.alex,Waziri South,GMSDKU08,Dukku,16004,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Shabewa, ,0,0,IOM DTM RD16 May 2017,Shabewa,10.7736000003398,10.8056099998017
669,e19d428e-5f64-4eab-96c7-04e1a86822bf,7589,2/2/2018 12:00:00 AM,adanna.alex,Bangunji,GMSSHM01,Shomgom,16010,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, ,None,,, ,Host Communities,Mar, ,0,0,IOM DTM RD16 May 2017,Unguwan Laban,11.340040000146,9.63433000012947
670,80ca0ea4-cc3a-4691-a4b9-e507b0215576,7590,2/2/2018 12:00:00 AM,adanna.alex,Bangunji,GMSSHM01,Shomgom,16010,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Mar, ,0,0,IOM DTM RD16 May 2017,Kalisen,11.3398199998931,9.63402999978473
671,9bf1506b-8b03-43d3-9426-8bdabef118bc,7591,2/2/2018 12:00:00 AM,adanna.alex,Abo,CRSBJE05,Boki,9007,Cross River,CR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, , ,Bian Tambe Abo Ebam, ,0,0,GRID,Ambasona Refuges Camp,8.99490060038244,6.12771099956302
672,612d63a6-c923-42d7-9fd1-7b31691446f6,7592,2/2/2018 12:00:00 AM,adanna.alex,Pali West,BA0117,Alkaleri,5001,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Doka Pali, ,0,0,IOM DTM RD16 May 2017,Doka Pali,10.2882400001759,10.0823099996068
673,9f48be8a-9af0-46a4-8610-ccfd704f59fb,7593,2/2/2018 12:00:00 AM,adanna.alex,Jarawa Kogi B,PLSANW11,Jos East,32004,Plateau,PL, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Liman Katagum, ,0,0,IOM DTM RD16 May 2017,Liman Katagum,9.11600999986166,10.0125300003593
674,ee55e4ed-5c44-4cac-9603-58358e60e4a4,7594,2/2/2018 12:00:00 AM,adanna.alex,Tetteba,70802,Gulani,708,Yobe,YO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Tudun Yelwa, ,0,0,IOM DTM RD16 May 2017,Tudun Yelwa,11.7318700003003,10.7445299997597
675,68ece195-4055-4673-805e-0e28380b7f5c,7595,2/2/2018 12:00:00 AM,adanna.alex,Fagam,BA0411,Dambam,5004,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Fagam, ,0,0,IOM DTM RD16 May 2017,Fagam,10.6244799998522,11.6296600002089
676,5e7bb13b-2ac2-4f75-a22f-a3297885921b,7596,2/2/2018 12:00:00 AM,adanna.alex,Zaura,BA0408,Dambam,5004,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Zaura, ,0,0,IOM DTM RD16 May 2017,Zaura,10.9121899999686,11.757840000016
677,66fdd85b-29b1-4524-88b2-8d02b8364de4,7597,2/2/2018 12:00:00 AM,adanna.alex,Darazo West,BA0512,Darazo,5005,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Bayan Gidanmai, ,0,0,IOM DTM RD16 May 2017,Bayan Gidanmai,10.4098700001005,10.9977700002854
678,7361f720-018f-4620-97fc-a1e4a75ed7b0,7598,2/2/2018 12:00:00 AM,adanna.alex,Darazo West,BA0512,Darazo,5005,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Darazo South, ,0,0,IOM DTM RD16 May 2017,Darazo South,10.4087499997128,10.9965000001749
679,dcf850a0-b49f-4cc6-ab4b-d8954be9617d,7599,2/2/2018 12:00:00 AM,adanna.alex,Darazo West,BA0512,Darazo,5005,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Bayan Banki, ,0,0,IOM DTM RD16 May 2017,Bayan Banki,10.4084500002674,10.9961799998072
680,5ff97227-05fe-4e7f-aa9a-566c981b33fa,7600,2/2/2018 12:00:00 AM,adanna.alex,Konkiyel,BA0504,Darazo,5005,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Ung Sarki, ,0,0,IOM DTM RD16 May 2017,Ung Sarki,10.4612499997877,11.1486999997053
681,94194e13-6f0d-4ac5-963d-0ffc0748147b,7601,2/2/2018 12:00:00 AM,adanna.alex,Wahu,BA0510,Darazo,5005,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Ung Sarki, ,0,0,IOM DTM RD16 May 2017,Ung Sarki,10.6546499998976,11.3874300001944
682,e0ccd367-8d4b-43a3-8018-7aaaf93e836c,7602,2/2/2018 12:00:00 AM,adanna.alex,Kafin Madaki A,BA0803,Ganjuwa,5008,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Sarki Yama, ,0,0,IOM DTM RD16 May 2017,Sarki Yama,9.75105000025735,10.6866800002819
683,6f70b501-17ec-425b-b48c-edf2db1d6bbb,7603,2/2/2018 12:00:00 AM,adanna.alex,Miya A,BA0807,Ganjuwa,5008,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Sarkin Miya, ,0,0,IOM DTM RD16 May 2017,Sarkin Miya,9.83110999962685,10.8712499996878
684,b5549d1c-8ec9-4d17-8fe8-45261bedcf0b,7604,2/2/2018 12:00:00 AM,adanna.alex,Bambal,BA1008,Itas/Gadau,5010,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Bambal, ,0,0,IOM DTM RD16 May 2017,Bambal,9.74145999957938,11.7467700003353
685,12063164-c0df-42e9-89a8-3f93e2f265bd,7605,2/2/2018 12:00:00 AM,adanna.alex,Gwaram,JI1105,Gwaram,18008,Jigawa,JI, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Kalagana, ,0,0,IOM DTM RD16 May 2017,Kalagana,9.89441999998309,11.2434599997792
686,ce5bd25c-dcfa-4922-8791-96fb1fc94c78,7606,2/2/2018 12:00:00 AM,adanna.alex,Bataiya,KN0202,Albasu,20009,Kano,KN, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Zuboki, ,0,0,IOM DTM RD16 May 2017,Zuboki,9.02699999965029,11.6767200003278
687,5c15aebd-11bd-41d7-a9d2-489bac983c01,7607,2/2/2018 12:00:00 AM,adanna.alex,Bakin Kasuwa,BA1202,Katagum,5012,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Nasarawa, ,0,0,IOM DTM RD16 May 2017,Nasarawa,10.1918499995779,11.6745700001055
688,21655351-8184-4de7-b62e-17523a617076,7608,2/2/2018 12:00:00 AM,adanna.alex,Bakin Kasuwa,BA1202,Katagum,5012,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Kasuwar Kaji, ,0,0,IOM DTM RD16 May 2017,Kasuwar Kaji,10.1847599999741,11.6725299995599
689,1780d3f2-4dd8-4ed4-88d0-00e7318e715b,7609,2/2/2018 12:00:00 AM,adanna.alex,Kafin Kuka,BA1214,Katagum,5012,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Kafin Kuka, ,0,0,IOM DTM RD16 May 2017,Kafin Kuka,10.1912200002029,11.6782699998607
690,0933ab04-7402-42da-8a95-30af362e0945,7610,2/2/2018 12:00:00 AM,adanna.alex,Shongo,BA1308,Kirfi,5013,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,K Galadima, ,0,0,IOM DTM RD16 May 2017,K Galadima,10.4184100000215,10.5630400002958
691,a9f16654-e4c8-4e16-8a3a-e025e8663f6a,7611,2/2/2018 12:00:00 AM,adanna.alex,Beti,BA1402,Misau,5014,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Beti, ,0,0,IOM DTM RD16 May 2017,Beti,10.4181499997227,11.292300000145
692,744b6ecc-da99-4eec-830d-1a9df6f3bd6d,7612,2/2/2018 12:00:00 AM,adanna.alex,Beti,BA1402,Misau,5014,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Galadimawo, ,0,0,IOM DTM RD16 May 2017,Galadimawo,10.4187899995589,11.2917200003778
693,a3ecd0b6-6fdc-47b6-ab4d-524cc6ac668c,7613,2/2/2018 12:00:00 AM,adanna.alex,Beti,BA1402,Misau,5014,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Yelmare, ,0,0,IOM DTM RD16 May 2017,Yelmare,10.4190699998807,11.2910999996653
694,a67f2b68-322e-4a81-81e2-0963cdae0fb6,7614,2/2/2018 12:00:00 AM,adanna.alex,Gwaram,BA1410,Misau,5014,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Angwa Luguji, ,0,0,IOM DTM RD16 May 2017,Angwa Luguji,10.5801899997687,11.4623099999066
695,d81777bb-e551-4772-b967-f58dc2e4b665,7615,2/2/2018 12:00:00 AM,adanna.alex,Kukadi B,BA1415,Misau,5014,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Gundari, ,0,0,IOM DTM RD16 May 2017,Gundari,10.4610100004112,11.3151099998267
696,485cc79d-3c1f-4021-aa76-7cb57601eed2,7616,2/2/2018 12:00:00 AM,adanna.alex,Bashe,BA1510,Ningi,5015,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Unguwan Gabas, ,0,0,IOM DTM RD16 May 2017,Unguwan Gabas,8.98651999989812,11.1281699999456
697,7ed5a13a-e417-414a-983a-070e097d9084,7617,2/2/2018 12:00:00 AM,adanna.alex,Dingis,BA1502,Ningi,5015,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Kafin Dingis, ,0,0,IOM DTM RD16 May 2017,Kafin Dingis,9.52575999992411,11.1223699995759
698,d07f8a62-ce4e-4daf-9a3b-feec48bb178d,7618,2/2/2018 12:00:00 AM,adanna.alex,Dingis,BA1502,Ningi,5015,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Tuwash Gudduba, ,0,0,IOM DTM RD16 May 2017,Tuwash Gudduba,9.58476000027383,11.1378300002544
699,b257b61b-b7a1-4e9c-9d18-412ea8569b32,7619,2/2/2018 12:00:00 AM,adanna.alex,Kudu Yamma,BA1506,Ningi,5015,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Tabulu, ,0,0,IOM DTM RD16 May 2017,Tabulu,9.43567000027036,10.9660200002229
700,8c8e52cf-44cb-4a56-b6cd-4214f41d285f,7620,2/2/2018 12:00:00 AM,adanna.alex,Kudu Yamma,BA1506,Ningi,5015,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Jimi, ,0,0,IOM DTM RD16 May 2017,Jimi,9.28159000037829,10.9461799999071
701,eae1d5a8-387d-4bee-b437-0f80c7394ec8,7621,2/2/2018 12:00:00 AM,adanna.alex,Nasaru A,BA1503,Ningi,5015,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Zazika, ,0,0,IOM DTM RD16 May 2017,Zazika,9.54771999997809,11.2974300001944
702,8ce5f719-cfc7-4f36-b610-fb71fe9bae2f,7622,2/2/2018 12:00:00 AM,adanna.alex,Ningi West,BA1516,Ningi,5015,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Ningi West, ,0,0,IOM DTM RD16 May 2017,Ningi West,9.56869999980518,11.073860000039
703,a1991170-2162-43dd-9df2-95321cefa52a,7623,2/2/2018 12:00:00 AM,adanna.alex,Tiffi,BA1517,Ningi,5015,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Ubale, ,0,0,IOM DTM RD16 May 2017,Ubale,9.55531999971828,11.0678699999006
704,7a99abe0-2d7d-4687-be5a-7fdf50f7c50d,7624,2/2/2018 12:00:00 AM,adanna.alex,Lariye,BA1111,Jama'Are,5011,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Tsoren Shira, ,0,0,IOM DTM RD16 May 2017,Tsoren Shira,9.91761000010149,11.5422500000375
705,41015f3a-bf7f-4843-ba9e-1f6139832298,7625,2/2/2018 12:00:00 AM,adanna.alex,Disina A,BA1604,Shira,5016,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Langa, ,0,0,IOM DTM RD16 May 2017,Langa,9.91309999986515,11.4649900002883
706,28f40108-4e1d-4560-af8d-2661ebaf4884,7626,2/2/2018 12:00:00 AM,adanna.alex,Yana,BA1618,Shira,5016,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Yana, ,0,0,IOM DTM RD16 May 2017,Yana,10.0116599998092,11.4026800001819
707,8dc28265-4e37-45b4-9b0d-9dd359e7cbc3,7627,2/2/2018 12:00:00 AM,adanna.alex,Zubo,BA1611,Shira,5016,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Sabon Zubo, ,0,0,IOM DTM RD16 May 2017,Sabon Zubo,9.98302999973475,11.6449199997583
708,cfd49a9b-f574-426b-9ee7-3d586fcaf538,7628,2/2/2018 12:00:00 AM,adanna.alex,Bula B,BA1712,Tafawa-Balewa,5017,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, ,Government,,, ,Host Communities,Gital, ,0,0,IOM DTM RD16 May 2017,Gital,9.60483999996609,9.79019999983018
709,09eaaab0-8a10-4936-a2bf-b7c127c6497a,7629,2/2/2018 12:00:00 AM,adanna.alex,Bununu A,BA1711,Tafawa-Balewa,5017,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Barkin Kasuwa, ,0,0,IOM DTM RD16 May 2017,Barkin Kasuwa,9.57087999961232,9.83723000036429
710,36cd9bb3-de40-4ffa-85e5-9d327ebd3d9a,7630,2/2/2018 12:00:00 AM,adanna.alex,Mavo,PLSWAS14,Wase,32017,Plateau,PL, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, ,None,,, ,Host Communities,Juwait, ,0,0,IOM DTM RD16 May 2017,Juwait,10.0512000002798,9.07442999974472
711,fb90d07d-7da9-4604-a3ac-0654c9478a0d,7631,2/2/2018 12:00:00 AM,adanna.alex,Gimbi / Pinau,PLSWAS05,Wase,32017,Plateau,PL, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, ,None,,, ,Host Communities,Wuno, ,0,0,IOM DTM RD16 May 2017,Wuno,10.2311400002109,9.03483000010448
712,75d4de18-6ad4-4d1c-9c60-ce54381e59ba,7632,2/2/2018 12:00:00 AM,adanna.alex,Jabbo,JI1504,Kafin Hausa,18027,Jigawa,JI, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Gumai, ,0,0,IOM DTM RD16 May 2017,Gumai,10.0370600002189,12.3320399997463
713,d5166ffe-dc1f-4a3f-a5da-2e7e8803104f,7633,2/2/2018 12:00:00 AM,adanna.alex,Mainako North,BA2011,Zaki,5020,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Bulturi, ,0,0,IOM DTM RD16 May 2017,Bulturi,10.3672099996418,12.4154000002099
714,16c2be9f-05cc-417f-b839-3efab9f3bbec,7634,2/2/2018 12:00:00 AM,adanna.alex,Akko,GMSAKK01,Akko,16001,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Wuro Dole, ,0,0,IOM DTM RD16 May 2017,Wuro Dole,10.8312699996109,10.3443799999371
